id,sceneID,icon_way,icon,missionType,taskParam,taskDesc,name,reward,lookupWay,nextID,
2108,2402SkyCityA,,Event2402_012UnknownTrade_icon0,0,"[""2402SkyCityA"",83414,4,32235]",UI_common_scene_task_tradewith,ui_event2402_manintower,20,0,,
2109,2402SkyCityA,,Event2402_012UnknownTrade_icon0,0,"[""2402SkyCityA"",83414,5,32235]",UI_common_scene_task_tradewithagain,ui_event2402_manintower,30,0,,
2110,2402SkyCityA,,Event30_044divinationtable_task1,0,"[""2402SkyCityA"",83429,2,32240]",UI_common_scene_task_task,Event2402_018DamagedWishingBook_task1,35,0,,
2111,2402SkyCityA,,Event30_043divination,0,"[""2402SkyCityA"",83429,3,32240]",UI_common_scene_task_task,Event2402_019WishingBook_task1,40,0,,
2112,2402SkyCityA,building,building_story3_springwater,0,"[""2402SkyCityA"",83432,2,32241]",UI_common_scene_task_task,Event2402_022CloudWingSpring5_task2,50,0,,
2113,2402SkyCityA,,Event30_043divination,0,"[""2402SkyCityA"",83429,5,32240]",UI_common_scene_task_task,Event2402_026WishingBook_task1,60,0,,
2114,2402SkyCityA,,Event2402_023ActingMethod_icon0,0,"[""2402SkyCityA"",83432,7,32241]",UI_common_scene_task_task,Event2402_027CloudWingSpring_task1,70,0,,
2115,2402SkyCityA,,Event2402_029SleepingDoor_icon1,31,"[32256,1]",UI_common_scene_task_activation,ui_event2402_portal,80,0,,
2116,2402SkyCityA,,Event2402_029SleepingDoor_icon1,31,"[32256,2]",UI_common_scene_task_activation,ui_event2402_portal,100,0,,
2117,2402SkyCityA,,Event2402_031WindAltar1_icon0,0,"[""2402SkyCityA"",83435,2,32244]",UI_common_scene_task_buildone,ui_event2402_windaltar,30,0,,
2118,2402SkyCityA,,Event2402_031WindAltar1_icon1,0,"[""2402SkyCityA"",83435,4,32244]",UI_common_scene_task_activeone,ui_event2402_windaltar,80,0,,
2119,2402SkyCityA,,Event2402_031WindAltar1_icon0,0,"[""2402SkyCityA"",83446,2,32245]",UI_common_scene_task_buildone,ui_event2402_thunderaltar,30,0,,
2120,2402SkyCityA,,Event2402_035ThunderAltar_icon1,0,"[""2402SkyCityA"",83446,4,32245]",UI_common_scene_task_activeone,ui_event2402_thunderaltar,100,0,,
2121,2402SkyCityA,,Event2402_030MysteriousAltar_icon0,4,"[""2402SkyCityA"",[""122713""]]",UI_common_scene_task_findone,ui_event2402_rainaltar,50,0,,
2122,2402SkyCityA,,Event2402_031WindAltar1_icon0,0,"[""2402SkyCityA"",83440,2,32246]",UI_common_scene_task_buildone,ui_event2402_rainaltar,50,0,,
2123,2402SkyCityA,,Event2402_037RainAltar2_icon1,0,"[""2402SkyCityA"",83440,4,32246]",UI_common_scene_task_activeone,ui_event2402_rainaltar,100,0,,
2124,2402SkyCityA,,Event2402_045DamagedWindmills1_icon1,31,"[32248,1]",UI_common_scene_task_building,ui_event2402_spiritwindmill,50,0,,
2125,2402SkyCityA,,Event2402_045DamagedWindmills1_icon1,31,"[32248,3]",UI_common_scene_task_building,ui_event2402_spiritwindmill,100,0,,
2126,2402SkyCityA,,Event2402_045DamagedWindmills1_icon1,31,"[32248,6]",UI_common_scene_task_building,ui_event2402_spiritwindmill,200,0,,
2127,2402SkyCityA,,Event2402_051CloudAltar4_icon1,0,"[""2402SkyCityA"",83443,4,32247]",UI_common_scene_task_activeone,ui_event2402_cloudaltar,300,0,,
2128,2402SkyCityA,,Event2402_055SleepingUnsealedStage1_icon1,2,"[2000336,5]",UI_2310CubeWaterWorld_collect,item_2000336,50,0,,
2129,2402SkyCityA,,Event2402_056SleepingUnsealedStage2_icon1,0,"[""2402SkyCityA"",99130,2,32258]",UI_common_scene_task_activeone,ui_event2402_unsealstage,300,0,,
2130,2402SkyCityA,,Event2402_057MethodtoGoHome1_icon1,0,"[""2402SkyCityA"",83411,4,32234]",UI_common_scene_task_task,Event2402_059MethodtoGoHome2_task1,100,0,,
2131,2402SkyCityA,,Event2402_059MethodtoGoHome2_icon1,0,"[""2402SkyCityA"",83411,5,32234]",UI_common_scene_task_task,Event2402_060MethodtoGoHome3_task1,500,0,,
2132,2402SkyCityA,,Event30_044divinationtable_task1,0,"[""2402SkyCityA"",83466,2,32254]",UI_common_scene_task_buildone,ui_event2402_wishingbook1,100,0,,
2133,2402SkyCityA,,Event30_043divination,0,"[""2402SkyCityA"",83466,3,32254]",UI_common_scene_task_activeone,ui_event2402_wishingbook1,100,0,,
2134,2402SkyCityA,,Event2402_017Findings_icon0,4,"[""2402SkyCityA"",[""122801""]]",UI_common_scene_task_findone,ui_event2402_wishingbook2,100,0,,
2135,2402SkyCityA,,Event30_044divinationtable_task1,0,"[""2402SkyCityA"",83470,2,32255]",UI_common_scene_task_buildone,ui_event2402_wishingbook3,100,0,,
2136,2402SkyCityA,,Event30_043divination,0,"[""2402SkyCityA"",83470,3,32255]",UI_common_scene_task_activeone,ui_event2402_wishingbook3,500,0,,
2137,2403WonderAgent,,Event2403_000AgentCat,28,"[""2403WonderAgent""]",UI_common_scene_task_go,UI_2403WonderAgent_title,6,0,,
2138,2403WonderAgent,,Event2403_002AboveBoard,31,"[32436,1]",UI_common_scene_task_task,Event2403_002AboveBoard,6,0,,
2139,2403WonderAgent,,Event2403_004FieldExpress,31,"[32419,1]",UI_common_scene_task_task,Event2403_004FieldExpress,8,0,,
2140,2403WonderAgent,,Event2403_006PieceOfCake,31,"[32418,1]",UI_common_scene_task_building,ui_event2403_building_drawbridge,10,0,,
2141,2403WonderAgent,,Event2403_008MakeAWish,31,"[32439,1]",UI_common_scene_task_task,Event2403_008MakeAWish,15,0,,
2142,2403WonderAgent,,Event2403_009HansGoods,31,"[32477,1]",UI_common_scene_task_task,Event2403_010Zipline,15,0,,
2143,2403WonderAgent,,Event2403_009HansGoods,31,"[32403,1]",UI_common_scene_task_task,Event2403_013LeaveNoTrace,25,0,,
2144,2403WonderAgent,,Description_001Eyesingrass_sub1,4,"[""2403WonderAgent"",[""121230""]]",UI_common_scene_task_task,Event2403_013Quietly,25,0,,
2145,2403WonderAgent,,Event2403_017AgentTechnology,31,"[32404,1]",UI_common_scene_task_task,Event2403_017AgentTechnology,40,0,,
2146,2403WonderAgent,,Event2403_019MachineGuard,31,"[32408,1]",UI_common_scene_task_task,Event2403_019MachineGuard,50,0,,
2147,2403WonderAgent,,Event2403_020OpenAccess,31,"[32413,1]",UI_common_scene_task_task,Event2403_020OpenAccess,50,0,,
2148,2403WonderAgent,,Event2403_017AgentTechnology,31,"[32405,1]",UI_common_scene_task_task,Event2403_023Unmonitor,50,0,,
2149,2403WonderAgent,,Event2403_024MonitoringRoom,0,"[""2403WonderAgent"",121072,2,32422]",UI_common_scene_task_task,Event2403_026OnceForAll,60,0,,
2150,2403WonderAgent,,Event2403_027TraditionalOperation,31,"[32434,1]",UI_common_scene_task_task,Event2403_028ItsElectronic,70,0,,
2151,2403WonderAgent,,Event2403_030EssentialSkills,0,"[""2403WonderAgent"",121309,2,32402]",UI_common_scene_task_task,Event2403_032Windfall,70,0,,
2152,2403WonderAgent,,Event2403_031QuickHands,31,"[32422,1]",UI_common_scene_task_task,Event2403_033VoiceMessage,80,0,,
2153,2403WonderAgent,,Event2403_030EssentialSkills,31,"[32402,1]",UI_common_scene_task_task,Event2403_034SecretNumbers,80,0,,
2154,2403WonderAgent,,Description_001Eyesingrass_sub1,31,"[32424,1]",UI_common_scene_task_building,ui_event2403_building_Secretdoor,90,0,,
2155,2403WonderAgent,,Event2403_038OneOfTwo,31,"[32426,1]",UI_common_scene_task_task,Event2403_038OneOfTwo,100,0,,
2156,2403WonderAgent,,Event2403_038OneOfTwo,31,"[32425,1]",UI_common_scene_task_task,Event2403_041OtherOptions,100,0,,
2157,2403WonderAgent,,Event2403_042MissionComplete,31,"[32414,1]",UI_common_scene_task_task,Event2403_041SomewhatFamiliar,100,0,,
2158,2403WonderAgent,,Event2403_044NoTrapInView,31,"[32430,1]",UI_common_scene_task_task,Event2403_044NoTrapInView,110,0,,
2159,2403WonderAgent,,Event2403_045NoRockInView,31,"[32429,1]",UI_common_scene_task_task,Event2403_045NoRockInView,120,0,,
2160,2403WonderAgent,,Event2403_009HansGoods,31,"[32417,1]",UI_common_scene_task_task,Event2403_048FemaleAgent,120,0,,
2161,2403WonderAgent,,Event2403_019MachineGuard,31,"[32409,1]",UI_common_scene_task_task,Event2403_049Technology,140,0,,
2162,2403WonderAgent,,Event2403_050MysteriousDoor,31,"[32433,1]",UI_common_scene_task_task,Event2403_050MysteriousDoor,150,0,,
2163,2403WonderAgent,,Event2403_051AdventurePartner,31,"[32428,1]",UI_common_scene_task_task,Event2403_052SurpriseReunion,160,0,,
2164,2403WonderAgent,,Event2403_054Getone,31,"[32410,1]",UI_common_scene_task_task,Event2403_054Getone,170,0,,
2165,2403WonderAgent,,Event2403_054Getone,31,"[32411,1]",UI_common_scene_task_task,Event2403_055GetBoth,180,0,,
2166,2403WonderAgent,,Event2403_053TrackingInSnow,31,"[32415,1]",UI_common_scene_task_task,Event2403_057Rebirth,200,0,,
2167,2403WonderAgent,,Event2403_059Bodyguard,0,"[""2403WonderAgent"",121310,2,32412]",UI_common_scene_task_task,Event2403_059Bodyguard,220,0,,
2168,2403WonderAgent,,Event2403_059Bodyguard,31,"[32412,1]",UI_common_scene_task_task,Event2403_060RetrieveMemory,230,0,,
2169,2403WonderAgent,,Event2403_061EscapeCourtyard,31,"[32432,1]",UI_common_scene_task_task,Event2403_061EscapeCourtyard,250,0,,
2170,2403WonderAgent,,Event2403_063UltimateProps,0,"[""2403WonderAgent"",121308,2,32401]",UI_common_scene_task_task,Event2403_063UltimateProps,280,0,,
2171,2403WonderAgent,,Description_001Eyesingrass_sub1,4,"[""2403WonderAgent"",[""124054""]]",UI_common_scene_task_task,Event2403_064QualityIssues,280,0,,
2172,2403WonderAgent,,Event2403_064QualityIssues,31,"[32401,1]",UI_common_scene_task_task,Event2403_065Unstoppable,340,0,,
2173,2404EmotionCrisis,,Event2404_000EmotionCrisis,28,"[""2404EmotionCrisis""]",UI_common_scene_task_go,UI_2404EmotionCrisis_title,10,0,,
2174,2404EmotionCrisis,,Event4_001NervousDragon_icon2,31,"[32803,1]",UI_common_scene_task_open,ui_event2404_frontdoor,10,0,,
2175,2404EmotionCrisis,,Event2404_005FaintSkull,31,"[32804,1]",UI_common_scene_task_save,ui_event2404_faintmummy,20,0,,
2176,2404EmotionCrisis,,Event2404_011Cage,31,"[32807,1]",UI_common_scene_task_open,ui_event2404_cage,40,0,,
2177,2404EmotionCrisis,,Event2404_014Coffin1_icon1,31,"[32808,1]",UI_common_scene_task_open,ui_event2404_metalcaskets,50,0,,
2178,2404EmotionCrisis,,Event2404_024Ladder,31,"[32810,1]",UI_common_scene_task_building,ui_event2404_staircase,50,0,,
2179,2404EmotionCrisis,,Event2404_028MysteriousWrench,31,"[32811,1]",UI_common_scene_task_building,ui_event2404_organ,50,0,,
2180,2404EmotionCrisis,,Event2404_031RagingGoblin,31,"[32812,1]",UI_common_scene_task_save,ui_event2404_faintred,50,0,,
2181,2404EmotionCrisis,,Event2404_033HotSpring_icon1,31,"[32814,1]",UI_common_scene_task_building,ui_event2404_hotspring,100,0,,
2182,2404EmotionCrisis,,Event2404_040Keystand,31,"[32817,1]",UI_common_scene_task_building,ui_event2404_keystand,90,0,,
2183,2404EmotionCrisis,,Event35_007HelpMaleplayer_icon2,31,"[32816,1]",UI_common_scene_task_building,ui_event2404_runningwheel,150,0,,
2184,2404EmotionCrisis,,zone4richman_000mysteriousplace_icon,31,"[32805,1]",UI_common_scene_task_building,ui_event2404_destinycompass,200,0,,
2185,2404EmotionCrisis,,Event2404_000EmotionCrisis,31,"[32824,1]",UI_common_scene_task_building,ui_event2404_mummystatue,500,0,,
2186,2404EmotionCrisis,,item_2402SkyCity_wishingdust,2,"[2000400,1]",UI_common_scene_task_getitem,item_2000400,100,0,,
2187,2404EmotionCrisis,,Event29_033VisitEnd_icon2,2,"[2000396,4]",UI_common_scene_task_getitem,item_2000396,150,0,,
2188,2404EmotionCrisis,,Event29_023EscapingDinner_icon1,2,"[2000399,4]",UI_common_scene_task_getitem,item_2000399,150,0,,
2189,2404EmotionCrisis,,Event20_038Opencube_icon1,2,"[2000409,1]",UI_common_scene_task_getitem,item_2000409,150,0,,
2190,2404EmotionCrisis,,Event2404_062Flower_icon1,2,"[2000398,4]",UI_common_scene_task_getitem,item_2000398,200,0,,
2191,2404EmotionCrisis,,Event2404_009DarkClouds,31,"[32825,1]",UI_common_scene_task_building,ui_event2404_darkclouds,20,0,,
2192,2404EmotionCrisis,,Event2404_009DarkClouds,31,"[32825,3]",UI_common_scene_task_building,ui_event2404_darkclouds,50,0,,
2193,2404EmotionCrisis,,Event2404_009DarkClouds,31,"[32825,4]",UI_common_scene_task_building,ui_event2404_darkclouds,50,0,,
2194,2404EmotionCrisis,,Event2404_009DarkClouds,31,"[32825,5]",UI_common_scene_task_building,ui_event2404_darkclouds,200,0,,
2195,2404EmotionCrisis,,Event2404_021PlasticPart_icon1,31,"[32809,1]",UI_common_scene_task_building,ui_event2404_magicbridge,50,0,,
2196,2404EmotionCrisis,,Event2404_021PlasticPart_icon1,31,"[32809,2]",UI_common_scene_task_building,ui_event2404_magicbridge,70,0,,
2197,2404EmotionCrisis,,Event2404_021PlasticPart_icon1,31,"[32809,3]",UI_common_scene_task_building,ui_event2404_magicbridge,200,0,,
2198,2404EmotionCrisis,,Description6_005Thechoose3_sub1,31,"[32830,1]",UI_common_scene_task_building,ui_event2404_flametrap,50,0,,
2199,2404EmotionCrisis,,Description6_005Thechoose3_sub1,31,"[32830,2]",UI_common_scene_task_building,ui_event2404_flametrap,50,0,,
2200,2404EmotionCrisis,,Description6_005Thechoose3_sub1,31,"[32830,3]",UI_common_scene_task_building,ui_event2404_flametrap,50,0,,
2201,2404EmotionCrisis,,Description6_005Thechoose3_sub1,31,"[32830,4]",UI_common_scene_task_building,ui_event2404_flametrap,50,0,,
2202,2404EmotionCrisis,,Event2404_037HappyElfHome_icon1,31,"[32834,1]",UI_common_scene_task_open,ui_event2404_barrierdoor,70,0,,
2203,2404EmotionCrisis,,Event2404_037HappyElfHome_icon1,31,"[32834,2]",UI_common_scene_task_open,ui_event2404_barrierdoor,70,0,,
2204,2404EmotionCrisis,,Event2404_037HappyElfHome_icon1,31,"[32834,3]",UI_common_scene_task_open,ui_event2404_barrierdoor,100,0,,
2205,2404EmotionCrisis,,Event17_023circle,31,"[32820,1]",UI_common_scene_task_building,ui_event2404_circle,150,0,,
2206,2404EmotionCrisis,,Event17_023circle,31,"[32820,2]",UI_common_scene_task_building,ui_event2404_circle,200,0,,
2207,2404EmotionCrisis,,Event17_023circle,31,"[32820,3]",UI_common_scene_task_building,ui_event2404_circle,200,0,,
2208,2404EmotionCrisis,,Event17_023circle,31,"[32820,4]",UI_common_scene_task_building,ui_event2404_circle,300,0,,
2209,2406SwanManor,,Event2406_000SwanManor,28,"[""2406SwanManor""]",UI_common_scene_task_go,UI_2406SwanManor_title,5,0,,
2210,2406SwanManor,,Event2406_000SwanManor,31,"[33000,1]",UI_common_scene_task_activeone,ui_event2406_CrystalBall,5,0,,
2211,2406SwanManor,,Event28_020Saxophone,31,"[33001,1]",UI_common_scene_task_building,ui_event2406_Saxophone,10,0,,
2212,2406SwanManor,,building_event2401_zonegate,31,"[33002,1]",UI_common_scene_task_turnon,ui_event2406_GardenGate,5,0,,
2213,2406SwanManor,,building_event2406_lovelamp,0,"[""2406SwanManor"",123253,2,33003]",UI_common_scene_task_lightup,ui_event2406_Lamp01,15,0,,
2214,2406SwanManor,,building_event2406_lovelamp,0,"[""2406SwanManor"",123254,2,33004]",UI_common_scene_task_lightup,ui_event2406_Lamp02,50,0,,
2215,2406SwanManor,,building_event2406_lovelamp,0,"[""2406SwanManor"",123256,2,33005]",UI_common_scene_task_lightup,ui_event2406_Lamp03,100,0,,
2216,2406SwanManor,,building_event2406_lovelamp,0,"[""2406SwanManor"",123260,2,33006]",UI_common_scene_task_lightup,ui_event2406_Lamp04,250,0,,
2217,2406SwanManor,,building_event2406_lovelamp,0,"[""2406SwanManor"",123261,2,33007]",UI_common_scene_task_lightup,ui_event2406_Lamp05,300,0,,
2218,2406SwanManor,,Event30_001gate,31,"[33008,1]",UI_common_scene_task_activeone,ui_event2406_TransmitB,20,0,,
2219,2406SwanManor,,building_event2406_loveblock1,31,"[33011,1]",UI_common_scene_task_building,ui_event2406_ToyBrick1,30,0,,
2220,2406SwanManor,,building_event2406_loveblock2,31,"[33012,1]",UI_common_scene_task_building,ui_event2406_ToyBrick2,30,0,,
2221,2406SwanManor,,Event2406_010Exchange1_icon1,31,"[33009,1]",UI_common_scene_task_activeone,ui_event2406_Transmit1,15,0,,
2222,2406SwanManor,,Event2406_010Exchange1_icon1,31,"[33010,1]",UI_common_scene_task_activeone,ui_event2406_Transmit2,15,0,,
2223,2406SwanManor,,Event22_027LockedDoor1,31,"[33013,1]",UI_common_scene_task_turnon,ui_event2406_Door1,30,0,,
2224,2406SwanManor,,Event22_027LockedDoor1,31,"[33014,1]",UI_common_scene_task_turnon,ui_event2406_Door2,30,0,,
2225,2406SwanManor,,building_event2406_lovebridge,31,"[33015,1]",UI_common_scene_task_Finish,ui_event2406_LoveBridge,40,0,,
2226,2406SwanManor,,building_event2406_swanstatue1,31,"[33016,1]",UI_common_scene_task_building,ui_event2406_SwanSculpture1,20,0,,
2227,2406SwanManor,,building_event2406_swanstatue2,31,"[33017,1]",UI_common_scene_task_building,ui_event2406_SwanSculpture2,40,0,,
2228,2406SwanManor,,building_event2406_swanstatue1,31,"[33018,1]",UI_common_scene_task_building,ui_event2406_SwanSculpture3,60,0,,
2229,2406SwanManor,,building_event2406_swanstatue2,31,"[33019,1]",UI_common_scene_task_building,ui_event2406_SwanSculpture4,80,0,,
2230,2406SwanManor,,building_event2406_swanstatue1,31,"[33020,1]",UI_common_scene_task_building,ui_event2406_SwanSculpture5,80,0,,
2231,2406SwanManor,,Event30_043divination,31,"[33021,1]",UI_common_scene_task_building,ui_event2406_Contract,100,0,,
2232,2406SwanManor,,building_event2401_cart,31,"[33022,1]",UI_common_scene_task_building,ui_event2406_CableCar,70,0,,
2233,2406SwanManor,,Event22_017Repairthegramophone_icon1,31,"[33025,1]",UI_common_scene_task_building,ui_event2406_phonograph01,100,0,,
2234,2406SwanManor,,Event22_017Repairthegramophone_icon1,31,"[33026,1]",UI_common_scene_task_building,ui_event2406_phonograph02,100,0,,
2235,2406SwanManor,,building_event2406_musicbox,31,"[33027,1]",UI_common_scene_task_building,ui_event2406_MusicBox,200,0,,
2236,2406SwanManor,,Event25_008Graffitizone_icon1,31,"[33030,1]",UI_common_scene_task_building,ui_event2406_Train,150,0,,
2237,2406SwanManor,,Event35_016Bridge1_icon2,31,"[33031,1]",UI_common_scene_task_building,ui_event2406_Bridge1,200,0,,
2238,2406SwanManor,,building_event2406_bridge2,31,"[33032,1]",UI_common_scene_task_building,ui_event2406_Bridge2,300,0,,
2239,2406SwanManor,,building_event2406_swangod,31,"[33033,1]",UI_common_scene_task_building,ui_event2406_SwanSculptureA,550,0,,
2240,2406SwanManor,,building_event2322_heartstree,31,"[33034,1]",UI_common_scene_task_decorate,ui_event2406_LovePlant01,200,0,,
2241,2406SwanManor,,building_event2322_heartstree,31,"[33035,1]",UI_common_scene_task_decorate,ui_event2406_LovePlant02,200,0,,
2242,2406SwanManor,,building_event2406_goldenswanlake,31,"[33036,1]",UI_common_scene_task_building,ui_event2406_SwanLake,500,0,,
2243,2406SwanManor,,Event2324_004SpecialFlower,2,"[2000464,8]",UI_common_scene_task_getitem,item_2000464,50,0,,
2244,2406SwanManor,,Event2324_004SpecialFlower,2,"[2000464,25]",UI_common_scene_task_getitem,item_2000464,50,0,,
2245,2405SurvivalPioneers,,Event2405_000SurvivalPioneers,28,"[""2405SurvivalPioneers""]",UI_common_scene_task_go,UI_2405SurvivalPioneers_title,15,0,,
2246,2405SurvivalPioneers,,Event2405_002FUnveilingCeremony,31,"[32600,1]",UI_common_scene_task_building,ui_event2405_lichengbei,15,0,,
2247,2405SurvivalPioneers,,Event2405_005FCookingPot,31,"[32603,1]",UI_common_scene_task_building,ui_event2405_zhuguo,15,0,,
2248,2405SurvivalPioneers,,Event2405_008FExplorerCampGate,31,"[32604,1]",UI_common_scene_task_building,ui_event2405_tanxianmen,25,0,,
2249,2405SurvivalPioneers,,Event2405_010Shelter,31,"[32607,1]",UI_common_scene_task_building,ui_event2405_zhangpeng,25,0,,
2250,2405SurvivalPioneers,,Event2405_012CampfireOne,31,"[32606,1]",UI_common_scene_task_building,ui_event2405_yinghuo,25,0,,
2251,2405SurvivalPioneers,,Description23_007LookingforDragon_sub2,31,"[32605,1]",UI_common_scene_task_building,ui_event2405_kexuejia,25,0,,
2252,2405SurvivalPioneers,,Event29_011DrinkMachine1,31,"[32609,1]",UI_common_scene_task_building,ui_event2405_yinliao,55,0,,
2253,2405SurvivalPioneers,,Event2405_016FCampKitchen,31,"[32610,1]",UI_common_scene_task_building,ui_event2405_chufang,20,0,,
2254,2405SurvivalPioneers,,Event2405_017CampGrill,31,"[32611,1]",UI_common_scene_task_building,ui_event2405_kaolu,20,0,,
2255,2405SurvivalPioneers,,Des33_015shuijing,31,"[32613,1]",UI_common_scene_task_building,ui_event2405_xinhaodeng,20,0,,
2256,2405SurvivalPioneers,,Event10_032Campfire1_icon3,31,"[32614,1]",UI_common_scene_task_building,ui_event2405_canzhuo,40,0,,
2257,2405SurvivalPioneers,,Event29_009VisitIceMaker,31,"[32617,1]",UI_common_scene_task_building,ui_event2405_suibing,45,0,,
2258,2405SurvivalPioneers,,Event2405_023FBurningHouse,0,"[""2405SurvivalPioneers"",122269,2,32616]",UI_common_scene_task_task,Event2405_023FBurningHouse,45,0,,
2259,2405SurvivalPioneers,,Description6_012Footprint_sub1,4,"[""2405SurvivalPioneers"",[""126656""]]",UI_common_scene_task_task,Event2405_024InjuredPerson,45,0,,
2260,2405SurvivalPioneers,,Event2324_028DamagedCogworthHouse,31,"[32616,1]",UI_common_scene_task_building,ui_event2405_fangzi,65,0,,
2261,2405SurvivalPioneers,,Event2405_027FHotTea,31,"[32618,1]",UI_common_scene_task_building,ui_event2405_zhuchaguo,50,0,,
2262,2405SurvivalPioneers,,Event2405_029PenguinCamp,31,"[32620,1]",UI_common_scene_task_building,ui_event2405_qiefangzi,50,0,,
2263,2405SurvivalPioneers,,Des33_015shuijing,31,"[32621,1]",UI_common_scene_task_building,ui_event2405_xinhaodeng,50,0,,
2264,2405SurvivalPioneers,,Event2405_031CampMarket,31,"[32622,1]",UI_common_scene_task_building,ui_event2405_jishi,100,0,,
2265,2405SurvivalPioneers,,Event2328_020Totem,31,"[32623,1]",UI_common_scene_task_building,ui_event2405_xueshanmen,50,0,,
2266,2405SurvivalPioneers,,Description6_004Thechoose2_sub1,31,"[32624,1]",UI_common_scene_task_building,ui_event2405_tengman,50,0,,
2267,2405SurvivalPioneers,,Description4richman_003civetcat_icon1,31,"[32626,1]",UI_common_scene_task_building,ui_event2405_mao,50,0,,
2268,2405SurvivalPioneers,,Event2405_038FBrook,31,"[32627,1]",UI_common_scene_task_building,ui_event2405_diaoyu,100,0,,
2269,2405SurvivalPioneers,,Event2405_039GrilledFish,31,"[32628,1]",UI_common_scene_task_building,ui_event2405_kaoyu,60,0,,
2270,2405SurvivalPioneers,,Des33_015shuijing,31,"[32629,1]",UI_common_scene_task_building,ui_event2405_xinhaodeng,60,0,,
2271,2405SurvivalPioneers,,Event2405_042FMountainCampShelter,31,"[32630,2]",UI_common_scene_task_building,ui_event2405_zhangpeng,60,0,,
2272,2405SurvivalPioneers,,Event2405_012CampfireOne,31,"[32632,1]",UI_common_scene_task_building,ui_event2405_yinghuo,120,0,,
2273,2405SurvivalPioneers,,Event2328_055Vegetable,31,"[32633,1]",UI_common_scene_task_building,ui_event2405_shucai,40,0,,
2274,2405SurvivalPioneers,,Event2405_046LargeStove,31,"[32634,1]",UI_common_scene_task_building,ui_event2405_cailu,40,0,,
2275,2405SurvivalPioneers,,Event2328_047Snowmans_icon2,31,"[32635,1]",UI_common_scene_task_building,ui_event2405_xueren,40,0,,
2276,2405SurvivalPioneers,,Event134_008FairyStatue_icon2,31,"[32636,1]",UI_common_scene_task_building,ui_event2405_nvshen,80,0,,
2277,2405SurvivalPioneers,,Description23_010HiddenDragon_sub1,4,"[""2405SurvivalPioneers"",[""133239""]]",UI_common_scene_task_task,Event2405_050DisappearingSound,60,0,,
2278,2405SurvivalPioneers,,Event22_017Repairthegramophone_icon1,31,"[32637,1]",UI_common_scene_task_building,ui_event2405_yinxiang,60,0,,
2279,2405SurvivalPioneers,,building_event2327_snowman,31,"[32638,1]",UI_common_scene_task_building,ui_event2405_zuzhou,60,0,,
2280,2405SurvivalPioneers,,Event2405_053Saxophone_icon1,31,"[32639,1]",UI_common_scene_task_building,ui_event2405_sakesi,120,0,,
2281,2405SurvivalPioneers,,Event33_012Television,31,"[32640,1]",UI_common_scene_task_building,ui_event2405_xinhaoTV,60,0,,
2282,2405SurvivalPioneers,,Des33_015shuijing,31,"[32641,1]",UI_common_scene_task_building,ui_event2405_xinhaodeng,60,0,,
2283,2405SurvivalPioneers,,building_story23_windmill,31,"[32642,2]",UI_common_scene_task_building,ui_event2405_xingyunniao,60,0,,
2284,2405SurvivalPioneers,,Event36_007PointerDirection,31,"[32644,1]",UI_common_scene_task_building,ui_event2405_zhinanzhen,120,0,,
2285,2405SurvivalPioneers,,Description2_02Repairbridge,4,"[""2405SurvivalPioneers"",[""133241""]]",UI_common_scene_task_task,Event2405_060Bridge,80,0,,
2286,2405SurvivalPioneers,,Description2_02Repairbridge,31,"[32645,1]",UI_common_scene_task_building,ui_event2405_yinghuoqiao,80,0,,
2287,2405SurvivalPioneers,,Description25_011BurningTrees_sub2,31,"[32646,1]",UI_common_scene_task_building,ui_event2405_xueqiu,80,0,,
2288,2405SurvivalPioneers,,Event2405_063ElephantPool,31,"[32647,1]",UI_common_scene_task_building,ui_event2405_daxiangchi,160,0,,
2289,2405SurvivalPioneers,,Event2405_065TotemStone_icon1,31,"[32648,1]",UI_common_scene_task_building,ui_event2405_shixiang,60,0,,
2290,2405SurvivalPioneers,,Event2405_067TotemS_icon1,31,"[32649,1]",UI_common_scene_task_building,ui_event2405_shixiang,60,0,,
2291,2405SurvivalPioneers,,Event2405_068OldShelter,31,"[32650,1]",UI_common_scene_task_building,ui_event2405_oldbihusuo,60,0,,
2292,2405SurvivalPioneers,,Event2405_012CampfireOne,31,"[32652,1]",UI_common_scene_task_building,ui_event2405_yinghuo,120,0,,
2293,2405SurvivalPioneers,,Description22_009thewayofsalvation1_sub2,31,"[32651,1]",UI_common_scene_task_building,ui_event2405_shuiyuan,80,0,,
2294,2405SurvivalPioneers,,Event27__042_sub1,31,"[32653,2]",UI_common_scene_task_building,ui_event2405_putaoteng,80,0,,
2295,2405SurvivalPioneers,,Event36_013UnlimitedRum2,31,"[32655,1]",UI_common_scene_task_building,ui_event2405_niangjiu,80,0,,
2296,2405SurvivalPioneers,,Event27_025kongzhi,31,"[32656,1]",UI_common_scene_task_building,ui_event2405_yongshengputao,160,0,,
2297,2405SurvivalPioneers,,building_story24_swing,31,"[32657,1]",UI_common_scene_task_building,ui_event2405_qiuqian,40,0,,
2298,2405SurvivalPioneers,,Des33_015shuijing,31,"[32658,1]",UI_common_scene_task_building,ui_event2405_xinhaodeng,40,0,,
2299,2405SurvivalPioneers,,Event6_006CrystalTotem_icon1,31,"[32659,2]",UI_common_scene_task_building,ui_event2405_bingyu,40,0,,
