id,openTimes,buyTimes,payLabel,condition,conditionParam,endingTime,giftIcon,title,playInTurn,level,group1UnlockLevel,group2UnlockLevel,group3UnlockLevel,group4UnlockLevel,group5UnlockLevel,group6UnlockLevel,group7UnlockLevel,group8UnlockLevel,group9UnlockLevel,group,CD,publicCD,showTime,popUpTimes,popUpCD,priority,name,diamondShopID,shopID,shopGroupID,giftUI,itemIds,discount,itemIds2,discount2,itemIds3,discount3,popupSceneType,giftScript,paramType,param,giftIconShowType,crossDayClose
2394,0,1,[],3,Eventmission2402_043CloudSpirit2,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2264,24,24,12,1,24,2264,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2395,0,1,[],3,Eventmission2402_045DamagedWindmills1,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2265,24,24,4,1,24,2265,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10010,[1003,1000],[1001,60],[2000332,10],[2000333,10],[2000337,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2396,0,1,[],3,Eventmission2402_050CloudAltar3,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2266,24,24,4,1,24,2266,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10013,[1003,1500],[1001,100],[2000333,12],[2000337,12],[2000334,12]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2397,0,1,[],3,Eventmission2402_052UnsealedStage1,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2267,24,24,12,1,24,2267,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2398,0,1,[],3,Eventmission2402_055SleepingUnsealedStage1,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2268,24,24,4,1,24,2268,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10015,[1003,1600],[1001,120],[2000333,10],[2000338,8]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2399,0,1,[],3,Eventmission2402_059MethodtoGoHome2,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2269,24,24,4,1,24,2269,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10017,[1003,1800],[1001,150],[2000338,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2400,0,1,[],3,Eventmission2402_061WishingBook1,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2270,24,24,12,1,24,2270,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,2500],[1001,100]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2401,0,1,[],3,Eventmission2402_064WishingBook4,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2271,24,24,4,1,24,2271,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10019,[1003,1800],[1001,100],[2000338,6],[2000339,6]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2410,1,4,"[1,2]",3,Eventmission41_000MianMianParadise,2024-2-22 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2410,0,12,96,1,24,2410,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2411,1,4,"[3,4]",3,Eventmission41_000MianMianParadise,2024-2-22 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2411,0,12,96,1,24,2411,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2412,1,4,"[5,6]",3,Eventmission41_000MianMianParadise,2024-2-22 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2412,0,12,96,1,24,2412,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2413,1,4,[7],3,Eventmission41_000MianMianParadise,2024-2-22 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2413,0,12,96,1,24,2413,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2414,0,1,[],3,Eventmission41_006wakeupHansC,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2254,24,24,12,1,24,2254,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2415,0,1,[],3,Eventmission41_010washing2,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2255,24,24,12,1,24,2255,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2416,0,1,[],3,Eventmission41_014swingride,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2256,24,24,4,1,24,2256,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10005,[1003,850],[1001,20],[2000300,8],[2000301,8],[2000302,8]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2417,0,1,[],3,Eventmission41_012gotoswingride2,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2257,24,24,12,1,24,2257,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2418,0,1,[],3,Eventmission41_016braking1,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2258,24,24,12,1,24,2258,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2419,0,1,[],3,Eventmission41_017braking2,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2259,24,24,2,1,24,2259,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10006,[1003,900],[1001,50],[2000300,10],[2000301,10],[2000302,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2420,0,1,[],3,Eventmission41_018findHansB,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2260,24,24,12,1,24,2260,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2421,0,1,[],3,Eventmission41_020unidentifiedobject,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2261,24,24,4,1,24,2261,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10007,[1003,1000],[1001,50],[2000301,10],[2000302,10],[2000303,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2422,0,1,[],3,Eventmission41_023savesquirrel,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2262,24,24,12,1,24,2262,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2423,0,1,[],3,Eventmission41_025rafting,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2263,24,24,4,1,24,2263,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10008,[1003,1000],[1001,80],[2000301,12],[2000302,12],[2000303,12]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2424,0,1,[],3,Eventmission41_026candyraftB,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2264,24,24,12,1,24,2264,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2425,0,1,[],3,Eventmission41_027controlroom,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2265,24,24,4,1,24,2265,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10010,[1003,1000],[1001,60],[2000302,10],[2000303,10],[2000306,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2426,0,1,[],3,Eventmission41_029recreationarea,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2266,24,24,4,1,24,2266,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10013,[1003,1500],[1001,100],[2000303,12],[2000306,12],[2000304,12]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2427,0,1,[],3,Eventmission41_029recreationareaC,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2267,24,24,12,1,24,2267,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2428,0,1,[],3,Eventmission41_031searchriot,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2268,24,24,4,1,24,2268,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10015,[1003,1600],[1001,120],[2000303,10],[2000307,8]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2429,0,1,[],3,Eventmission41_032stopriotB,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2269,24,24,4,1,24,2269,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10017,[1003,1800],[1001,150],[2000307,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2430,0,1,[],3,Eventmission41_033evaluatethesituation,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2270,24,24,12,1,24,2270,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,2500],[1001,100]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2431,0,1,[],3,Eventmission41_034weakupHans,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2271,24,24,4,1,24,2271,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10019,[1003,1800],[1001,100],[2000307,6],[2000308,6]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2440,1,4,"[1,2]",3,Eventmission2404_000EmotionCrisis,2024-3-14 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2440,0,12,96,1,24,2440,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2441,1,4,"[3,4]",3,Eventmission2404_000EmotionCrisis,2024-3-14 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2441,0,12,96,1,24,2441,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2442,1,4,"[5,6]",3,Eventmission2404_000EmotionCrisis,2024-3-14 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2442,0,12,96,1,24,2442,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2443,1,4,[7],3,Eventmission2404_000EmotionCrisis,2024-3-14 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2443,0,12,96,1,24,2443,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2444,0,1,[],3,Eventmission2404_008SorrowElf,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2254,24,24,12,1,24,2254,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2445,0,1,[],3,Eventmission2404_014Coffin1,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2255,24,24,12,1,24,2255,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2446,0,1,[],3,Eventmission2404_020MagicBooks,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2256,24,24,4,1,24,2256,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10005,[1003,850],[1001,20],[2000390,8],[2000391,8],[2000392,8]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2447,0,1,[],3,Eventmission2404_023FlameTrap,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2257,24,24,12,1,24,2257,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2448,0,1,[],3,Eventmission2404_025MoveOn,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2258,24,24,12,1,24,2258,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2449,0,1,[],3,Eventmission2404_027Wrench,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2259,24,24,2,1,24,2259,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10006,[1003,900],[1001,50],[2000390,10],[2000391,10],[2000392,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2450,0,1,[],3,Eventmission2404_030StrangeNoise2,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2260,24,24,12,1,24,2260,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2451,0,1,[],3,Eventmission2404_033HotSpring,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2261,24,24,4,1,24,2261,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10007,[1003,1000],[1001,50],[2000391,10],[2000392,10],[2000393,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2452,0,1,[],3,Eventmission2404_036NewRoads,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2262,24,24,12,1,24,2262,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2453,0,1,[],3,Eventmission2404_039Key,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2263,24,24,4,1,24,2263,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10008,[1003,1000],[1001,80],[2000391,12],[2000392,12],[2000393,12]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2454,0,1,[],3,Eventmission2404_042RunningWheel,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2264,24,24,12,1,24,2264,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2455,0,1,[],3,Eventmission2404_044TheSecondKey2,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2265,24,24,4,1,24,2265,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10010,[1003,1000],[1001,60],[2000392,10],[2000393,10],[2000400,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2456,0,1,[],3,Eventmission2404_049Condolence,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2266,24,24,4,1,24,2266,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10013,[1003,1500],[1001,100],[2000393,12],[2000400,12],[2000394,12]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2457,0,1,[],3,Eventmission2404_051Forward,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2267,24,24,12,1,24,2267,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2458,0,1,[],3,Eventmission2404_054SecondCircle,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2268,24,24,4,1,24,2268,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10015,[1003,1600],[1001,120],[2000393,10],[2000401,8]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2459,0,1,[],3,Eventmission2404_058FourthCircle,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2269,24,24,4,1,24,2269,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10017,[1003,1800],[1001,150],[2000401,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2460,0,1,[],3,Eventmission2404_060Statue,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2270,24,24,12,1,24,2270,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,2500],[1001,100]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2461,0,1,[],3,Eventmission2404_062Flower,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2271,24,24,4,1,24,2271,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10019,[1003,1800],[1001,100],[2000401,6],[2000402,6]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2470,1,4,"[1,2]",3,Eventmission2406_000SwanManor,2024-3-21 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2470,0,12,96,1,24,2470,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10103,[1003,400],[1001,80],[30000,5]]",0.645,"[10105,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2471,1,4,"[3,4]",3,Eventmission2406_000SwanManor,2024-3-21 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2471,0,12,96,1,24,2471,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10106,[1003,950],[1001,150],[30000,15]]",0.606,"[10110,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2472,1,4,"[5,6]",3,Eventmission2406_000SwanManor,2024-3-21 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2472,0,12,96,1,24,2472,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10110,[1003,1700],[1001,200],[11001,2]]",0.571,"[10119,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2473,1,4,[7],3,Eventmission2406_000SwanManor,2024-3-21 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2473,0,12,96,1,24,2473,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10117,[1003,3000],[1001,350],[11001,3]]",0.571,"[10126,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2474,0,1,[],3,Eventmission2406_009MoveOn,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2254,24,24,12,1,24,2254,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[110021,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2475,0,1,[],3,Eventmission2406_015LoveBuildingBlocks1,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2255,24,24,12,1,24,2255,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[110031,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2476,0,1,[],3,Eventmission2406_020NextArea,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2256,24,24,4,1,24,2256,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[110051,[1003,850],[1001,20],[2000450,8],[2000451,8],[2000452,8]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2477,0,1,[],3,Eventmission2406_024SwanStatue1,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2257,24,24,12,1,24,2257,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[110022,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2478,0,1,[],3,Eventmission2406_026SwanStatue3,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2258,24,24,12,1,24,2258,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[110041,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2479,0,1,[],3,Eventmission2406_028SwanStatue4,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2259,24,24,2,1,24,2259,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[110061,[1003,900],[1001,50],[2000450,10],[2000451,10],[2000452,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2480,0,1,[],3,Eventmission2406_030SwanStatue5,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2260,24,24,12,1,24,2260,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[110032,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2481,0,1,[],3,Eventmission2406_034GoToNextArea1,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2261,24,24,4,1,24,2261,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[110071,[1003,1000],[1001,50],[2000451,10],[2000452,10],[2000453,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2482,0,1,[],3,Eventmission2406_037LoveLamp3,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2262,24,24,12,1,24,2262,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[110062,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2483,0,1,[],3,Eventmission2406_040LoveWaltz2,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2263,24,24,4,1,24,2263,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[110081,[1003,1000],[1001,80],[2000451,12],[2000452,12],[2000453,12]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2484,0,1,[],3,Eventmission2406_043LoveWaltz5,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2264,24,24,12,1,24,2264,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[110063,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2485,0,1,[],3,Eventmission2406_045GoToNextArea3,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2265,24,24,4,1,24,2265,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[110101,[1003,1000],[1001,60],[2000452,10],[2000453,10],[2000456,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
