id,type,activityId,rankInterval,score,scoreReward,valueType,
11012004,11,110005,"[27,31]",10836,"[[27672,1]]",,
11012005,11,110005,"[32,36]",360,"[[1003,30]]",,
11012006,11,110005,"[32,36]",900,"[[1002,300]]",,
11012007,11,110005,"[32,36]",1440,"[[1001,3]]",,
11012008,11,110005,"[32,36]",1980,"[[15000,5],[1000,50]]",,
11012009,11,110005,"[32,36]",2700,"[[1003,50]]",,
11012010,11,110005,"[32,36]",3420,"[[1002,200],[16000,3]]",,
11012011,11,110005,"[32,36]",4140,"[[7003,3]]",,
11012012,11,110005,"[32,36]",4860,"[[1003,50]]",,
11012013,11,110005,"[32,36]",5580,"[[11001,1]]",,
11012014,11,110005,"[32,36]",6300,"[[15000,5],[1000,50]]",,
11012015,11,110005,"[32,36]",7020,"[[1002,500]]",,
11012016,11,110005,"[32,36]",7740,"[[22000,2]]",,
11012017,11,110005,"[32,36]",8640,"[[1003,70]]",,
11012018,11,110005,"[32,36]",9540,"[[16000,3],[1000,50]]",,
11012019,11,110005,"[32,36]",10440,"[[1001,20],[1003,50]]",,
11012020,11,110005,"[32,36]",11340,"[[27672,1]]",,
11012021,11,110005,"[37,41]",370,"[[1003,30]]",,
11012022,11,110005,"[37,41]",925,"[[1002,300]]",,
11012023,11,110005,"[37,41]",1480,"[[1001,3]]",,
11012024,11,110005,"[37,41]",2035,"[[15000,5],[1000,50]]",,
11012025,11,110005,"[37,41]",2775,"[[1003,50]]",,
11012026,11,110005,"[37,41]",3515,"[[1002,200],[16000,3]]",,
11012027,11,110005,"[37,41]",4255,"[[7003,3]]",,
11012028,11,110005,"[37,41]",4995,"[[1003,50]]",,
11012029,11,110005,"[37,41]",5735,"[[11001,1]]",,
11012030,11,110005,"[37,41]",6475,"[[15000,5],[1000,50]]",,
11012031,11,110005,"[37,41]",7215,"[[1002,500]]",,
11012032,11,110005,"[37,41]",7955,"[[22000,2]]",,
11012033,11,110005,"[37,41]",8880,"[[1003,70]]",,
11012034,11,110005,"[37,41]",9805,"[[16000,3],[1000,50]]",,
11012035,11,110005,"[37,41]",10730,"[[1001,20],[1003,50]]",,
11012036,11,110005,"[37,41]",11655,"[[27672,1]]",,
11012037,11,110005,"[42,59]",390,"[[1003,30]]",,
11012038,11,110005,"[42,59]",975,"[[1002,300]]",,
11012039,11,110005,"[42,59]",1560,"[[1001,3]]",,
11012040,11,110005,"[42,59]",2145,"[[15000,5],[1000,50]]",,
11012041,11,110005,"[42,59]",2925,"[[1003,50]]",,
11012042,11,110005,"[42,59]",3705,"[[1002,200],[16000,3]]",,
11012043,11,110005,"[42,59]",4485,"[[7003,3]]",,
11012044,11,110005,"[42,59]",5265,"[[1003,50]]",,
11012045,11,110005,"[42,59]",6045,"[[11001,1]]",,
11012046,11,110005,"[42,59]",6825,"[[15000,5],[1000,50]]",,
11012047,11,110005,"[42,59]",7605,"[[1002,500]]",,
11012048,11,110005,"[42,59]",8385,"[[22000,2]]",,
11012049,11,110005,"[42,59]",9360,"[[1003,70]]",,
11012050,11,110005,"[42,59]",10335,"[[16000,3],[1000,50]]",,
11012051,11,110005,"[42,59]",11310,"[[1001,20],[1003,50]]",,
11012052,11,110005,"[42,59]",12285,"[[27672,1]]",,
121101,12,9001,"[12,20]",260,"[[1003,5]]",,
121102,12,9001,"[12,20]",580,"[[1003,5]]",,
121103,12,9001,"[12,20]",960,"[[1003,5]]",,
121104,12,9001,"[12,20]",1420,"[[1003,5]]",,
121105,12,9001,"[12,20]",1920,"[[1003,5]]",,
121106,12,9001,"[12,20]",2500,"[[1003,8]]",,
121107,12,9001,"[12,20]",2840,"[[1003,8]]",,
121108,12,9001,"[12,20]",3290,"[[1003,8]]",,
121109,12,9001,"[12,20]",3740,"[[1003,8]]",,
121110,12,9001,"[12,20]",4190,"[[1003,8]]",,
121111,12,9001,"[12,20]",4630,"[[1003,10]]",,
121112,12,9001,"[12,20]",5080,"[[1003,10]]",,
121113,12,9001,"[12,20]",5530,"[[1003,10]]",,
121114,12,9001,"[12,20]",5980,"[[1003,10]]",,
121115,12,9001,"[12,20]",6430,"[[1003,10]]",,
121201,12,9001,"[21,35]",600,"[[1003,5]]",,
121202,12,9001,"[21,35]",1340,"[[1003,5]]",,
121203,12,9001,"[21,35]",2220,"[[1003,5]]",,
121204,12,9001,"[21,35]",3260,"[[1003,5]]",,
121205,12,9001,"[21,35]",4440,"[[1003,5]]",,
121206,12,9001,"[21,35]",5780,"[[1003,8]]",,
121207,12,9001,"[21,35]",6560,"[[1003,8]]",,
121208,12,9001,"[21,35]",7600,"[[1003,8]]",,
121209,12,9001,"[21,35]",8630,"[[1003,8]]",,
121210,12,9001,"[21,35]",9670,"[[1003,8]]",,
121211,12,9001,"[21,35]",10710,"[[1003,10]]",,
121212,12,9001,"[21,35]",11740,"[[1003,10]]",,
121213,12,9001,"[21,35]",12780,"[[1003,10]]",,
121214,12,9001,"[21,35]",13810,"[[1003,10]]",,
121215,12,9001,"[21,35]",14850,"[[1003,10]]",,
121301,12,9001,"[36,59]",980,"[[1003,5]]",,
121302,12,9001,"[36,59]",2200,"[[1003,5]]",,
121303,12,9001,"[36,59]",3660,"[[1003,5]]",,
121304,12,9001,"[36,59]",5380,"[[1003,5]]",,
121305,12,9001,"[36,59]",7320,"[[1003,5]]",,
121306,12,9001,"[36,59]",9520,"[[1003,8]]",,
121307,12,9001,"[36,59]",10820,"[[1003,8]]",,
121308,12,9001,"[36,59]",12530,"[[1003,8]]",,
121309,12,9001,"[36,59]",14240,"[[1003,8]]",,
121310,12,9001,"[36,59]",15950,"[[1003,8]]",,
121311,12,9001,"[36,59]",17650,"[[1003,10]]",,
121312,12,9001,"[36,59]",19360,"[[1003,10]]",,
121313,12,9001,"[36,59]",21070,"[[1003,10]]",,
121314,12,9001,"[36,59]",22780,"[[1003,10]]",,
121315,12,9001,"[36,59]",24490,"[[1003,10]]",,
122101,12,9002,"[10,20]",260,"[[1003,30]]",,
122102,12,9002,"[10,20]",580,"[[30000,5]]",,
122103,12,9002,"[10,20]",960,"[[1002,500]]",,
122104,12,9002,"[10,20]",1420,"[[1003,50]]",,
122105,12,9002,"[10,20]",2420,"[[11001,1]]",,
122106,12,9002,"[10,20]",3000,"[[1002,600]]",,
122107,12,9002,"[10,20]",3500,"[[1003,30]]",,
122108,12,9002,"[10,20]",4000,"[[1001,2]]",,
122109,12,9002,"[10,20]",4500,"[[1002,1000]]",,
122110,12,9002,"[10,20]",5500,"[[1003,100]]",,
122111,12,9002,"[10,20]",6000,"[[30000,10]]",,
122112,12,9002,"[10,20]",6500,"[[42000,2]]",,
122113,12,9002,"[10,20]",7000,"[[1003,50]]",,
122114,12,9002,"[10,20]",7500,"[[30000,10]]",,
122115,12,9002,"[10,20]",9000,"[[1003,300]]",,
122201,12,9002,"[21,30]",520,"[[1003,45]]",,
122202,12,9002,"[21,30]",1160,"[[30000,7]]",,
122203,12,9002,"[21,30]",1920,"[[1002,750]]",,
122204,12,9002,"[21,30]",2840,"[[1003,75]]",,
122205,12,9002,"[21,30]",4840,"[[11001,1]]",,
122206,12,9002,"[21,30]",6000,"[[1002,900]]",,
122207,12,9002,"[21,30]",7000,"[[1003,45]]",,
122208,12,9002,"[21,30]",8000,"[[1001,3]]",,
122209,12,9002,"[21,30]",9000,"[[1002,1500]]",,
122210,12,9002,"[21,30]",11000,"[[1003,150]]",,
122211,12,9002,"[21,30]",12000,"[[30000,15]]",,
122212,12,9002,"[21,30]",13000,"[[42000,3]]",,
122213,12,9002,"[21,30]",14000,"[[1003,75]]",,
122214,12,9002,"[21,30]",15000,"[[30000,15]]",,
122215,12,9002,"[21,30]",18000,"[[1003,450]]",,
122301,12,9002,"[31,40]",780,"[[1003,50]]",,
122302,12,9002,"[31,40]",1740,"[[30000,9]]",,
122303,12,9002,"[31,40]",2880,"[[1002,900]]",,
122304,12,9002,"[31,40]",4260,"[[1003,90]]",,
122305,12,9002,"[31,40]",7260,"[[11001,1]]",,
122306,12,9002,"[31,40]",9000,"[[1002,1000]]",,
122307,12,9002,"[31,40]",10500,"[[1003,50]]",,
122308,12,9002,"[31,40]",12000,"[[1001,4]]",,
122309,12,9002,"[31,40]",13500,"[[1002,1800]]",,
122310,12,9002,"[31,40]",16500,"[[1003,180]]",,
122311,12,9002,"[31,40]",18000,"[[30000,18]]",,
122312,12,9002,"[31,40]",19500,"[[42000,3]]",,
122313,12,9002,"[31,40]",21000,"[[1003,90]]",,
122314,12,9002,"[31,40]",22500,"[[30000,18]]",,
122315,12,9002,"[31,40]",27000,"[[1003,550]]",,
122401,12,9002,"[41,59]",1040,"[[1003,60]]",,
122402,12,9002,"[41,59]",2320,"[[30000,10]]",,
122403,12,9002,"[41,59]",3840,"[[1002,1000]]",,
122404,12,9002,"[41,59]",5680,"[[1003,100]]",,
122405,12,9002,"[41,59]",9680,"[[11001,2]]",,
122406,12,9002,"[41,59]",12000,"[[1002,1300]]",,
122407,12,9002,"[41,59]",14000,"[[1003,60]]",,
122408,12,9002,"[41,59]",16000,"[[1001,5]]",,
122409,12,9002,"[41,59]",18000,"[[1002,2100]]",,
122410,12,9002,"[41,59]",22000,"[[1003,200]]",,
122411,12,9002,"[41,59]",24000,"[[30000,20]]",,
122412,12,9002,"[41,59]",26000,"[[42000,4]]",,
122413,12,9002,"[41,59]",28000,"[[1003,100]]",,
122414,12,9002,"[41,59]",30000,"[[30000,20]]",,
122415,12,9002,"[41,59]",36000,"[[1003,650]]",,
123101,12,9003,"[10,20]",260,"[[1003,30]]",,
123102,12,9003,"[10,20]",580,"[[30000,5]]",,
123103,12,9003,"[10,20]",960,"[[1002,500]]",,
123104,12,9003,"[10,20]",1420,"[[1003,50]]",,
123105,12,9003,"[10,20]",2420,"[[11001,1]]",,
123106,12,9003,"[10,20]",3000,"[[1002,600]]",,
123107,12,9003,"[10,20]",3500,"[[1003,30]]",,
123108,12,9003,"[10,20]",4000,"[[1001,2]]",,
123109,12,9003,"[10,20]",4500,"[[1002,1000]]",,
123110,12,9003,"[10,20]",5500,"[[1003,100]]",,
123111,12,9003,"[10,20]",6000,"[[30000,10]]",,
123112,12,9003,"[10,20]",6500,"[[42000,2]]",,
123113,12,9003,"[10,20]",7000,"[[1003,50]]",,
123114,12,9003,"[10,20]",7500,"[[30000,10]]",,
123115,12,9003,"[10,20]",9000,"[[1003,300]]",,
123201,12,9003,"[21,30]",520,"[[1003,45]]",,
123202,12,9003,"[21,30]",1160,"[[30000,7]]",,
123203,12,9003,"[21,30]",1920,"[[1002,750]]",,
123204,12,9003,"[21,30]",2840,"[[1003,75]]",,
123205,12,9003,"[21,30]",4840,"[[11001,1]]",,
123206,12,9003,"[21,30]",6000,"[[1002,900]]",,
123207,12,9003,"[21,30]",7000,"[[1003,45]]",,
123208,12,9003,"[21,30]",8000,"[[1001,3]]",,
123209,12,9003,"[21,30]",9000,"[[1002,1500]]",,
123210,12,9003,"[21,30]",11000,"[[1003,150]]",,
123211,12,9003,"[21,30]",12000,"[[30000,15]]",,
123212,12,9003,"[21,30]",13000,"[[42000,3]]",,
123213,12,9003,"[21,30]",14000,"[[1003,75]]",,
123214,12,9003,"[21,30]",15000,"[[30000,15]]",,
123215,12,9003,"[21,30]",18000,"[[1003,450]]",,
123301,12,9003,"[31,40]",780,"[[1003,50]]",,
123302,12,9003,"[31,40]",1740,"[[30000,9]]",,
123303,12,9003,"[31,40]",2880,"[[1002,900]]",,
123304,12,9003,"[31,40]",4260,"[[1003,90]]",,
123305,12,9003,"[31,40]",7260,"[[11001,1]]",,
123306,12,9003,"[31,40]",9000,"[[1002,1000]]",,
123307,12,9003,"[31,40]",10500,"[[1003,50]]",,
123308,12,9003,"[31,40]",12000,"[[1001,4]]",,
123309,12,9003,"[31,40]",13500,"[[1002,1800]]",,
123310,12,9003,"[31,40]",16500,"[[1003,180]]",,
123311,12,9003,"[31,40]",18000,"[[30000,18]]",,
123312,12,9003,"[31,40]",19500,"[[42000,3]]",,
123313,12,9003,"[31,40]",21000,"[[1003,90]]",,
123314,12,9003,"[31,40]",22500,"[[30000,18]]",,
123315,12,9003,"[31,40]",27000,"[[1003,550]]",,
123401,12,9003,"[41,59]",1040,"[[1003,60]]",,
123402,12,9003,"[41,59]",2320,"[[30000,10]]",,
123403,12,9003,"[41,59]",3840,"[[1002,1000]]",,
123404,12,9003,"[41,59]",5680,"[[1003,100]]",,
123405,12,9003,"[41,59]",9680,"[[11001,2]]",,
123406,12,9003,"[41,59]",12000,"[[1002,1300]]",,
123407,12,9003,"[41,59]",14000,"[[1003,60]]",,
123408,12,9003,"[41,59]",16000,"[[1001,5]]",,
123409,12,9003,"[41,59]",18000,"[[1002,2100]]",,
123410,12,9003,"[41,59]",22000,"[[1003,200]]",,
123411,12,9003,"[41,59]",24000,"[[30000,20]]",,
123412,12,9003,"[41,59]",26000,"[[42000,4]]",,
123413,12,9003,"[41,59]",28000,"[[1003,100]]",,
123414,12,9003,"[41,59]",30000,"[[30000,20]]",,
123415,12,9003,"[41,59]",36000,"[[1003,650]]",,
124101,12,9004,"[10,20]",260,"[[1003,30]]",,
124102,12,9004,"[10,20]",580,"[[30000,5]]",,
124103,12,9004,"[10,20]",960,"[[1002,500]]",,
124104,12,9004,"[10,20]",1420,"[[1003,50]]",,
124105,12,9004,"[10,20]",2420,"[[11001,1]]",,
124106,12,9004,"[10,20]",3000,"[[1002,600]]",,
124107,12,9004,"[10,20]",3500,"[[1003,30]]",,
124108,12,9004,"[10,20]",4000,"[[1001,2]]",,
124109,12,9004,"[10,20]",4500,"[[1002,1000]]",,
124110,12,9004,"[10,20]",5500,"[[1003,100]]",,
124111,12,9004,"[10,20]",6000,"[[30000,10]]",,
124112,12,9004,"[10,20]",6500,"[[42000,2]]",,
124113,12,9004,"[10,20]",7000,"[[1003,50]]",,
124114,12,9004,"[10,20]",7500,"[[30000,10]]",,
124115,12,9004,"[10,20]",9000,"[[1003,300]]",,
124201,12,9004,"[21,30]",520,"[[1003,45]]",,
124202,12,9004,"[21,30]",1160,"[[30000,7]]",,
124203,12,9004,"[21,30]",1920,"[[1002,750]]",,
124204,12,9004,"[21,30]",2840,"[[1003,75]]",,
124205,12,9004,"[21,30]",4840,"[[11001,1]]",,
124206,12,9004,"[21,30]",6000,"[[1002,900]]",,
124207,12,9004,"[21,30]",7000,"[[1003,45]]",,
124208,12,9004,"[21,30]",8000,"[[1001,3]]",,
124209,12,9004,"[21,30]",9000,"[[1002,1500]]",,
124210,12,9004,"[21,30]",11000,"[[1003,150]]",,
124211,12,9004,"[21,30]",12000,"[[30000,15]]",,
124212,12,9004,"[21,30]",13000,"[[42000,3]]",,
124213,12,9004,"[21,30]",14000,"[[1003,75]]",,
124214,12,9004,"[21,30]",15000,"[[30000,15]]",,
124215,12,9004,"[21,30]",18000,"[[1003,450]]",,
124301,12,9004,"[31,40]",780,"[[1003,50]]",,
124302,12,9004,"[31,40]",1740,"[[30000,9]]",,
124303,12,9004,"[31,40]",2880,"[[1002,900]]",,
124304,12,9004,"[31,40]",4260,"[[1003,90]]",,
124305,12,9004,"[31,40]",7260,"[[11001,1]]",,
124306,12,9004,"[31,40]",9000,"[[1002,1000]]",,
124307,12,9004,"[31,40]",10500,"[[1003,50]]",,
124308,12,9004,"[31,40]",12000,"[[1001,4]]",,
124309,12,9004,"[31,40]",13500,"[[1002,1800]]",,
124310,12,9004,"[31,40]",16500,"[[1003,180]]",,
124311,12,9004,"[31,40]",18000,"[[30000,18]]",,
124312,12,9004,"[31,40]",19500,"[[42000,3]]",,
124313,12,9004,"[31,40]",21000,"[[1003,90]]",,
124314,12,9004,"[31,40]",22500,"[[30000,18]]",,
124315,12,9004,"[31,40]",27000,"[[1003,550]]",,
124401,12,9004,"[41,59]",1040,"[[1003,60]]",,
124402,12,9004,"[41,59]",2320,"[[30000,10]]",,
124403,12,9004,"[41,59]",3840,"[[1002,1000]]",,
124404,12,9004,"[41,59]",5680,"[[1003,100]]",,
124405,12,9004,"[41,59]",9680,"[[11001,2]]",,
124406,12,9004,"[41,59]",12000,"[[1002,1300]]",,
124407,12,9004,"[41,59]",14000,"[[1003,60]]",,
124408,12,9004,"[41,59]",16000,"[[1001,5]]",,
124409,12,9004,"[41,59]",18000,"[[1002,2100]]",,
124410,12,9004,"[41,59]",22000,"[[1003,200]]",,
124411,12,9004,"[41,59]",24000,"[[30000,20]]",,
124412,12,9004,"[41,59]",26000,"[[42000,4]]",,
124413,12,9004,"[41,59]",28000,"[[1003,100]]",,
124414,12,9004,"[41,59]",30000,"[[30000,20]]",,
124415,12,9004,"[41,59]",36000,"[[1003,650]]",,
125101,12,9005,"[10,20]",260,"[[1003,5]]",,
125102,12,9005,"[10,20]",580,"[[1003,5]]",,
125103,12,9005,"[10,20]",960,"[[1003,5]]",,
125104,12,9005,"[10,20]",1420,"[[1003,5]]",,
125105,12,9005,"[10,20]",1920,"[[1003,5]]",,
125106,12,9005,"[10,20]",2500,"[[1003,8]]",,
125107,12,9005,"[10,20]",2840,"[[1003,8]]",,
125108,12,9005,"[10,20]",3290,"[[1003,8]]",,
125109,12,9005,"[10,20]",3740,"[[1003,8]]",,
125110,12,9005,"[10,20]",4190,"[[1003,8]]",,
125111,12,9005,"[10,20]",4630,"[[1003,10]]",,
125112,12,9005,"[10,20]",5080,"[[1003,10]]",,
125113,12,9005,"[10,20]",5530,"[[1003,10]]",,
125114,12,9005,"[10,20]",5980,"[[1003,10]]",,
125115,12,9005,"[10,20]",6430,"[[1003,10]]",,
125116,12,9005,"[21,35]",600,"[[1003,5]]",,
125117,12,9005,"[21,35]",1340,"[[1003,5]]",,
125118,12,9005,"[21,35]",2220,"[[1003,5]]",,
125119,12,9005,"[21,35]",3260,"[[1003,5]]",,
125120,12,9005,"[21,35]",4440,"[[1003,5]]",,
125121,12,9005,"[21,35]",5780,"[[1003,8]]",,
125122,12,9005,"[21,35]",6560,"[[1003,8]]",,
125123,12,9005,"[21,35]",7600,"[[1003,8]]",,
125124,12,9005,"[21,35]",8630,"[[1003,8]]",,
125125,12,9005,"[21,35]",9670,"[[1003,8]]",,
125126,12,9005,"[21,35]",10710,"[[1003,10]]",,
125127,12,9005,"[21,35]",11740,"[[1003,10]]",,
125128,12,9005,"[21,35]",12780,"[[1003,10]]",,
125129,12,9005,"[21,35]",13810,"[[1003,10]]",,
125130,12,9005,"[21,35]",14850,"[[1003,10]]",,
125131,12,9005,"[36,59]",980,"[[1003,5]]",,
125132,12,9005,"[36,59]",2200,"[[1003,5]]",,
125133,12,9005,"[36,59]",3660,"[[1003,5]]",,
125134,12,9005,"[36,59]",5380,"[[1003,5]]",,
125135,12,9005,"[36,59]",7320,"[[1003,5]]",,
125136,12,9005,"[36,59]",9520,"[[1003,8]]",,
125137,12,9005,"[36,59]",10820,"[[1003,8]]",,
125138,12,9005,"[36,59]",12530,"[[1003,8]]",,
125139,12,9005,"[36,59]",14240,"[[1003,8]]",,
125140,12,9005,"[36,59]",15950,"[[1003,8]]",,
125141,12,9005,"[36,59]",17650,"[[1003,10]]",,
125142,12,9005,"[36,59]",19360,"[[1003,10]]",,
125143,12,9005,"[36,59]",21070,"[[1003,10]]",,
125144,12,9005,"[36,59]",22780,"[[1003,10]]",,
125145,12,9005,"[36,59]",24490,"[[1003,10]]",,
