id,level,floor,cells1,cells2,cells3,cells4,cells5,
71,13,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,-1,1029,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,1012,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1029,-1,-1,1021,-1,-1,-1,-1,-1]",
72,13,5,"[-1,-1,-1,1016,-1,1012,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,1021,-1,1029,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,1020,-1,1005,-1,-1,-1,-1]",
73,13,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1024,-1,1024,1019,-1,1024,-1,-1,-1]","[-1,-1,-1,1012,-1,1021,1005,-1,1019,-1,-1,-1]","[-1,-1,-1,1029,-1,-1,-1,-1,1024,-1,-1,-1]","[-1,-1,-1,1005,-1,1019,1005,-1,1005,-1,-1,-1]",
74,13,7,"[-1,-1,-1,-1,-1,1006,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1021,-1,-1,-1,-1,1024,-1,-1,-1]","[-1,-1,-1,1005,-1,-1,-1,-1,1024,-1,-1,-1]","[-1,-1,-1,1020,-1,-1,-1,-1,1005,-1,-1,-1]","[-1,-1,-1,-1,-1,1029,-1,-1,-1,-1,-1,-1]",
75,13,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,1020,1029,-1,1005,-1,-1,-1]","[-1,-1,-1,-1,-1,1020,1016,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1019,-1,1019,1015,-1,1024,-1,-1,-1]",
76,13,9,"[-1,-1,-1,1021,1015,-1,-1,-1,1021,1021,-1,-1]","[-1,-1,-1,-1,-1,-1,1020,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1006,1005,-1,1024,-1,1020,1016,-1,-1]",
77,14,1,"[-1,-1,-1,-1,1019,-1,-1,1010,-1,-1,-1,-1]","[-1,-1,-1,-1,1015,-1,-1,1005,-1,-1,-1,-1]","[-1,-1,-1,-1,1015,-1,-1,1014,-1,-1,-1,-1]","[-1,-1,-1,-1,1014,-1,-1,1001,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
78,14,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1014,-1,-1,-1,1013,-1,-1,-1,-1]","[-1,-1,-1,1010,-1,-1,-1,1003,-1,-1,-1,-1]","[-1,-1,-1,1002,-1,-1,-1,1015,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
79,14,3,"[-1,-1,-1,1004,1019,1010,1004,1007,1004,-1,-1,-1]","[-1,-1,-1,1002,-1,-1,-1,-1,1018,-1,-1,-1]","[-1,-1,-1,1013,-1,-1,-1,-1,1015,-1,-1,-1]","[-1,-1,-1,1013,1013,1011,1018,1008,1019,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
80,14,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1003,1019,-1,1019,-1,1015,1019,-1,-1,-1]","[-1,-1,-1,1014,-1,-1,-1,1011,-1,-1,-1,-1]","[-1,-1,1019,1002,-1,1007,-1,1014,1015,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
81,14,5,"[-1,-1,1001,1001,1013,1013,1003,1007,1013,1008,-1,-1]","[-1,-1,1013,-1,1003,-1,-1,1003,-1,1014,-1,-1]","[-1,-1,1002,-1,1013,-1,-1,1018,-1,1019,-1,-1]","[-1,-1,1015,1008,1008,1017,1001,1011,1003,1001,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
82,14,6,"[-1,1011,1019,-1,1014,1004,1005,-1,1019,1017,-1,-1]","[-1,1002,-1,1011,1018,-1,1018,1015,-1,1019,-1,-1]","[-1,1005,-1,1004,-1,-1,-1,1008,-1,1017,-1,-1]","[-1,1008,-1,1014,1002,-1,1001,1015,-1,1019,-1,-1]","[-1,1018,1019,-1,1004,1019,1019,-1,1011,1014,-1,-1]",
83,15,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1012,1014,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1015,1009,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1006,1005,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
84,15,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1005,1006,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1010,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
85,15,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1011,1006,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1008,1011,1014,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1006,1013,1008,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
86,15,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1009,1004,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,1006,1007,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,1011,1013,1006,1002,-1,-1,-1,-1]","[-1,-1,-1,-1,1014,1004,1007,1008,-1,-1,-1,-1]",
87,15,5,"[-1,-1,-1,1013,1005,1002,1004,1013,1011,1013,-1,-1]","[-1,-1,-1,1013,1004,1014,1009,1010,1002,1013,-1,-1]","[-1,-1,-1,1009,1009,1006,1002,1006,1009,1008,-1,-1]","[-1,-1,-1,1006,1015,1006,1008,1010,1002,1012,-1,-1]","[-1,-1,-1,1010,1001,1003,1006,1009,1009,1010,-1,-1]",
88,15,6,"[-1,-1,-1,1005,1005,1002,1007,1012,1015,-1,-1,-1]","[-1,-1,-1,1010,1013,1006,1011,1009,1013,-1,-1,-1]","[-1,-1,-1,1005,1010,1012,1008,1015,1008,-1,-1,-1]","[-1,-1,-1,1005,1008,1013,-1,1012,1011,-1,-1,-1]","[-1,-1,-1,1009,1002,1012,1014,1013,1010,-1,-1,-1]",
89,15,7,"[-1,-1,-1,1006,1002,1002,1002,1009,1011,1006,-1,-1]","[-1,-1,-1,1011,1004,1004,1009,1011,1015,1001,-1,-1]","[-1,-1,-1,1012,-1,-1,-1,-1,-1,1009,-1,-1]","[-1,-1,-1,1014,1002,1005,1003,1003,1008,1006,-1,-1]","[-1,-1,-1,1010,1012,1012,1002,1005,1001,1013,-1,-1]",
90,16,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1017,1021,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1011,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
91,16,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1010,-1,1015,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1017,-1,1020,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,-1,1010,-1,-1,-1,-1,-1]",
92,16,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,-1,-1,1016,-1,-1,-1,-1]","[-1,-1,-1,-1,1017,-1,-1,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1020,1020,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1010,1020,-1,-1,-1,-1,-1]",
93,16,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1010,-1,-1,1011,1011,-1,-1,-1,-1]","[-1,-1,-1,1018,1016,-1,1021,1010,-1,-1,-1,-1]","[-1,-1,-1,1016,1008,-1,1019,1020,-1,-1,-1,-1]","[-1,-1,-1,-1,1015,1011,1011,-1,-1,-1,-1,-1]",
94,16,5,"[-1,-1,-1,1020,1021,1013,1011,1020,1013,-1,-1,-1]","[-1,-1,-1,1013,-1,-1,-1,-1,1011,-1,-1,-1]","[-1,-1,-1,1020,1013,-1,-1,1013,1019,-1,-1,-1]","[-1,-1,-1,-1,1018,1009,1010,1011,-1,-1,-1,-1]","[-1,-1,-1,-1,1016,-1,-1,1013,-1,-1,-1,-1]",
95,16,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1010,-1,-1,1017,-1,-1,1008,-1,-1,-1]","[-1,-1,1020,1020,-1,1013,-1,1013,1011,-1,-1,-1]","[-1,-1,1008,1010,-1,1013,-1,1007,1021,-1,-1,-1]","[-1,-1,-1,1013,-1,1016,-1,1016,-1,-1,-1,-1]",
96,16,7,"[-1,-1,1021,-1,-1,1007,1018,-1,-1,1017,-1,-1]","[-1,-1,1009,1010,-1,1007,1017,-1,1020,1017,-1,-1]","[-1,-1,1021,1020,-1,1013,1016,-1,1011,1016,-1,-1]","[-1,-1,-1,1011,-1,1019,1011,-1,1017,-1,-1,-1]","[-1,-1,-1,-1,-1,1016,1017,-1,-1,-1,-1,-1]",
97,17,1,"[-1,-1,-1,1010,1009,1005,1013,1004,1012,-1,-1,-1]","[-1,-1,-1,1007,1013,1010,1001,1005,1004,-1,-1,-1]","[-1,-1,-1,1015,1004,1006,1004,1013,1007,-1,-1,-1]","[-1,-1,-1,1015,1012,1006,1004,1013,1010,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
98,17,2,"[-1,-1,1003,1001,1001,1006,1013,1005,1004,-1,-1,-1]","[-1,-1,-1,1013,1010,1005,1012,1011,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1016,-1,-1,-1,-1,-1,-1]","[-1,-1,1007,1004,1005,1001,1013,1009,1001,-1,-1,-1]","[-1,-1,1011,1001,1010,1006,1009,1003,1003,-1,-1,-1]",
99,17,3,"[-1,-1,-1,1001,1004,1004,1003,1005,1001,-1,-1,-1]","[-1,-1,-1,1001,1005,1004,1010,1013,1001,-1,-1,-1]","[-1,-1,-1,1010,1007,1013,1001,1013,1014,-1,-1,-1]","[-1,-1,-1,1007,1009,1007,1009,1007,1013,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
100,17,4,"[-1,-1,1001,1010,1007,1006,1013,1013,1013,-1,-1,-1]","[-1,-1,1012,-1,1007,-1,1005,-1,1001,-1,-1,-1]","[-1,-1,1011,1005,1009,1003,1006,1001,1004,-1,-1,-1]","[-1,-1,1010,-1,1016,1014,-1,1016,1012,-1,-1,-1]","[-1,-1,1004,1001,1012,1014,1015,1003,1013,-1,-1,-1]",
101,18,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1009,1003,1003,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1007,1002,1002,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1004,1002,1014,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
102,18,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1003,1006,1002,1001,-1,-1,-1,-1]","[-1,-1,-1,-1,1012,1014,1006,1002,-1,-1,-1,-1]","[-1,-1,-1,-1,1011,1015,1007,1001,-1,-1,-1,-1]","[-1,-1,-1,-1,1014,1002,1009,1002,-1,-1,-1,-1]",
103,18,3,"[-1,-1,-1,-1,1003,-1,1009,-1,1014,-1,-1,-1]","[-1,-1,-1,-1,-1,1008,-1,1001,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,-1,1003,-1,1002,-1,-1,-1]","[-1,-1,-1,-1,-1,1015,-1,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,1003,-1,1011,-1,1005,-1,-1,-1]",
104,18,4,"[-1,-1,-1,-1,1012,1012,1003,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,-1,1004,-1,-1,-1,-1]","[-1,-1,-1,1004,-1,1009,1009,-1,1003,-1,-1,-1]","[-1,-1,-1,1008,-1,1006,1003,-1,1006,-1,-1,-1]","[-1,-1,-1,-1,1008,-1,-1,1012,-1,-1,-1,-1]",
105,18,5,"[-1,-1,-1,-1,1015,-1,1013,-1,1002,-1,-1,-1]","[-1,-1,-1,-1,1012,-1,1005,-1,1002,-1,-1,-1]","[-1,-1,-1,-1,1004,-1,1005,-1,1011,-1,-1,-1]","[-1,-1,-1,-1,1013,-1,1002,-1,1005,-1,-1,-1]","[-1,-1,-1,-1,1005,-1,1008,-1,1014,-1,-1,-1]",
106,18,6,"[-1,-1,-1,-1,-1,-1,-1,-1,1003,-1,-1,-1]","[-1,-1,-1,1013,-1,1004,1015,-1,1013,-1,-1,-1]","[-1,-1,-1,-1,-1,1011,1004,-1,1002,-1,-1,-1]","[-1,-1,-1,1003,-1,1002,1014,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1003,1012,-1,1002,-1,-1,-1]",
107,18,7,"[-1,-1,-1,1003,-1,1008,-1,-1,-1,1013,-1,-1]","[-1,-1,-1,-1,-1,-1,1006,-1,-1,1002,-1,-1]","[-1,-1,-1,1002,-1,-1,-1,-1,-1,1008,-1,-1]","[-1,-1,-1,1011,-1,-1,1002,-1,-1,1001,-1,-1]","[-1,-1,-1,1001,-1,-1,-1,1003,-1,1002,-1,-1]",
108,18,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1001,-1,1005,-1,-1,1015,-1,-1,-1]","[-1,-1,-1,1002,-1,-1,1002,-1,1011,-1,-1,-1]","[-1,-1,-1,1002,-1,1002,-1,-1,1015,-1,-1,-1]","[-1,-1,-1,1013,-1,-1,1002,-1,1003,-1,-1,-1]",
109,19,1,"[-1,-1,-1,1021,1018,-1,-1,-1,1016,1021,-1,-1]","[-1,-1,-1,-1,-1,-1,1012,-1,1010,-1,-1,-1]","[-1,-1,-1,-1,1019,-1,-1,1012,-1,-1,-1,-1]","[-1,-1,-1,1019,-1,-1,1010,-1,-1,1008,-1,-1]","[-1,-1,-1,-1,1018,-1,-1,-1,1007,-1,-1,-1]",
110,19,2,"[-1,-1,1009,1019,1019,1007,1009,1020,1007,1024,-1,-1]","[-1,-1,1017,1012,1024,1007,1010,1005,1016,1005,-1,-1]","[-1,-1,-1,-1,1012,-1,1009,1008,-1,-1,-1,-1]","[-1,-1,1009,1020,1010,-1,-1,1010,1021,1024,-1,-1]","[-1,-1,1018,1024,1017,1018,1006,1024,1023,1020,-1,-1]",
111,19,3,"[-1,-1,-1,1017,1006,1006,-1,-1,1009,1005,-1,-1]","[-1,-1,-1,-1,1009,1007,-1,1018,1012,-1,-1,-1]","[-1,-1,-1,-1,1020,-1,-1,-1,1005,-1,-1,-1]","[-1,-1,-1,1007,1008,1018,1023,1016,1021,1010,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
112,19,4,"[-1,-1,1010,1024,-1,1008,1020,-1,1023,1007,-1,-1]","[-1,-1,1016,1022,-1,1010,1024,-1,1006,1007,-1,-1]","[-1,-1,-1,1009,-1,1018,-1,-1,1023,-1,-1,-1]","[-1,-1,1022,1007,-1,-1,1005,-1,1016,1021,-1,-1]","[-1,-1,1012,1009,-1,1024,1010,-1,1009,1023,-1,-1]",
113,19,5,"[-1,-1,-1,1009,-1,-1,-1,-1,-1,1012,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1017,-1,-1,1019,-1,-1,1019,-1,-1]","[-1,-1,-1,1012,-1,-1,-1,-1,-1,1009,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
114,19,6,"[-1,-1,1016,1024,-1,1019,1010,-1,1006,1010,-1,-1]","[-1,-1,1007,1010,-1,1007,1023,-1,1009,1019,-1,-1]","[-1,-1,-1,1005,-1,1017,-1,-1,1019,-1,-1,-1]","[-1,-1,1024,1007,-1,-1,1022,-1,1019,1017,-1,-1]","[-1,-1,1018,1006,-1,1020,1005,-1,1020,1008,-1,-1]",
115,19,7,"[-1,-1,-1,1008,1018,-1,1024,-1,-1,1024,-1,-1]","[-1,-1,-1,1009,1007,-1,-1,1005,1017,-1,-1,-1]","[-1,-1,-1,1016,-1,-1,-1,-1,1024,-1,-1,-1]","[-1,-1,-1,1024,1018,1017,-1,1021,1005,1019,-1,-1]","[-1,-1,-1,-1,-1,1016,1010,1024,-1,-1,-1,-1]",
116,19,8,"[-1,-1,1008,1007,1007,1018,1005,1012,1007,1008,-1,-1]","[-1,-1,1018,1021,1018,1018,1005,1010,1019,1009,-1,-1]","[-1,-1,-1,-1,1005,-1,-1,1021,-1,-1,-1,-1]","[-1,-1,1008,1007,1017,-1,-1,1005,1007,1016,-1,-1]","[-1,-1,1021,1009,1005,1005,1010,1018,1020,1020,-1,-1]",
117,19,9,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
118,19,10,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
119,19,11,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
120,19,12,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
121,20,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[1002,1013,1015,-1,1011,1011,1011,-1,1003,1013,1011,1010]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
122,20,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[1011,1013,1013,1013,1014,1013,1002,1015,1010,1010,1003,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
123,20,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[1011,1013,1010,1015,1015,1010,1012,1015,1002,1013,1013,1011]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
124,20,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[1009,1002,1013,1013,1015,1011,1011,1013,1010,1001,1012,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
125,20,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[1013,1002,1001,1015,1003,1013,1014,1015,1014,1003,1002,1012]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
126,20,6,"[-1,-1,-1,-1,-1,1013,1013,1013,-1,-1,-1,-1]","[1002,1001,1001,1001,1012,1009,1001,1015,1015,1012,1015,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
127,20,7,"[1012,1011,1011,1012,1013,1001,1009,1014,1013,1001,1003,1013]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
128,20,8,"[1011,1012,1010,1011,1003,1010,1002,1013,1011,1009,1011,-1]","[-1,-1,-1,-1,-1,1002,1015,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
129,20,9,"[1014,1009,1013,1009,1013,1011,1010,1011,1014,1011,1012,1001]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
130,21,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,1019,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1021,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1021,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
131,21,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1024,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1022,1012,1024,-1,-1,-1,-1,-1]","[-1,-1,-1,1015,-1,1020,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1005,-1,-1,-1,-1,-1,-1,-1]",
132,21,3,"[-1,-1,-1,-1,-1,1005,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1005,-1,1020,-1,-1,-1,-1,-1]","[-1,-1,-1,1020,-1,1012,-1,1022,-1,-1,-1,-1]","[-1,-1,-1,-1,1024,-1,1024,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1022,-1,-1,-1,-1,-1,-1]",
133,21,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,-1,1029,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,1012,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1029,-1,-1,1021,-1,-1,-1,-1,-1]",
134,21,5,"[-1,-1,-1,1016,-1,1012,-1,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,1021,-1,1029,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,1020,-1,1005,-1,-1,-1,-1]",
135,21,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1024,-1,1024,1019,-1,1024,-1,-1,-1]","[-1,-1,-1,1012,-1,1021,1005,-1,1019,-1,-1,-1]","[-1,-1,-1,1029,-1,-1,-1,-1,1024,-1,-1,-1]","[-1,-1,-1,1005,-1,1019,1005,-1,1005,-1,-1,-1]",
136,21,7,"[-1,-1,-1,-1,-1,1006,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1021,-1,-1,-1,-1,1024,-1,-1,-1]","[-1,-1,-1,1005,-1,-1,-1,-1,1024,-1,-1,-1]","[-1,-1,-1,1020,-1,-1,-1,-1,1005,-1,-1,-1]","[-1,-1,-1,-1,-1,1029,-1,-1,-1,-1,-1,-1]",
137,21,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,-1,1020,1029,-1,1005,-1,-1,-1]","[-1,-1,-1,-1,-1,1020,1016,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1019,-1,1019,1015,-1,1024,-1,-1,-1]",
138,21,9,"[-1,-1,-1,1021,1015,-1,-1,-1,1021,1021,-1,-1]","[-1,-1,-1,-1,-1,-1,1020,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1006,1005,-1,1024,-1,1020,1016,-1,-1]",
139,22,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,1018,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1018,1019,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1017,1003,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
140,22,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1003,1007,1017,-1,1018,1004,1002,-1,-1,-1]","[-1,-1,1019,1019,1025,-1,1017,1007,1007,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
